編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
399,20260327,【顧問部】金融風險科技服務顧問(技術導入.初階/新鮮人)-317317,"資料處理與整合流程，包含 ETL/ELT、資料清洗、批次處理(Batch Processing)
•協助開發與串接 RESTful API、Web Service、系統介接
•使用 Python / SQL 進行資料分析、資料轉換與系統輔助工具開",KPMG_安侯建業聯合會計師事務所,會計服務業,40000,55000,大學以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008011', 'description': 'Outlook'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",10,https://www.104.com.tw/job/8xyxr
404,20260402,專案企劃人員(國際金融結算業管部)_I00024512,"1.分析財會、證券或複委託後台結算等業務流程，找出重複性高、易出錯的環節，提出優化建議
2.運用 AI 工具（如 Copilot）或程式語言（如 VBA、Python）快速建立解決方案
3.製作系統原型示意圖（如 HTML 模型），協助業務與資訊",國泰綜合證券股份有限公司,證券及期貨業,40000,55000,大學以上,"[{'code': '12001003025', 'description': 'Java'}, {'code': '12001006037', 'description': 'AngularJS'}, {'code': '12001006005', 'description': 'Cold Fusion'}]",1,https://www.104.com.tw/job/8uuyt
408,20260401,"『軟體工程師』資訊發展部,無經驗可｜近台北車站",".對AI有興趣者。
       .對程式開發有熱情。
       .了解 MVC。
       .了解 Web & 前後端framework。 
       .具Java／.Net／Python 任一語言程式開發能力。",程曦資訊整合股份有限公司,電信相關業,40000,55000,專科以上,"[{'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001006030', 'description': 'jQuery'}]",13,https://www.104.com.tw/job/87tuc
409,20260407,全端工程師,"• 後端開發: 使用 Python/JavaScript 開發簡單的 API 服務
• 資料庫操作: 基本 MySQL/PostgreSQL 管理與查詢
• 協助第三方軟體與內部系統的 API 整合
• 基本 UI/UX 優化 (加分項目)",沐恩生醫光電股份有限公司,其他醫療保健服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001006038', 'description': 'VueJS'}]",8,https://www.104.com.tw/job/8uert
414,20260402,土木工程師,"整理鋪面檢測數據（如鋪面影像、表面破壞等資料）
2.協助設定與調校分析軟體參數
3.撰寫Python程式以協助資料處理與轉換
4.分析數據趨勢，研判鋪面潛在問題與劣化原因
5.撰寫報告與製作簡報資料

若你對鋪面品質與數據應用有熱情，歡迎加入我們，",儀衡工程技術顧問股份有限公司,檢測技術服務,40000,55000,碩士以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}, {'code': '12001003045', 'description': 'Python'}]",0,https://www.104.com.tw/job/8rtvi
418,20260320,AI/LLM工程師,"1. 熟悉至少一種主流程式語言(如python, typescript)
     2. 熟悉使用 Git 進行版本控制
     3. 擁有 API 設計、開發與整合經驗 (RESTful API 等)
     4. 具備 SQL /",合勤企業集團_勤晁科技股份有限公司,網際網路相關業,40000,55000,大學以上,"[{'code': '12001003097', 'description': 'LLM'}, {'code': '12001003088', 'description': 'NLP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003099', 'description': 'Prompt'}, {'code': '12001002018', 'description': 'Git'}]",14,https://www.104.com.tw/job/8qd1k
419,20260204,影像處理工程師,"1.3D深度相機校正與深度影像品質分析軟體開發 / 驗證。
2.3D深度相機影像優化演算法開發。
3.配合專案撰寫影像處理、分析等相關軟體。

Qualifications：
1.熟悉C++ \ python 等軟體開發環境。
2.具備電腦視覺相",立普思股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",15,https://www.104.com.tw/job/85lsy
421,20260331,運維工程師,"容性測試、部署
6.python腳本運維自動化開發
7.完善系統架構與日常運維等相關文檔
8.完成主管交辦事項
9.nginx配置或網站相關工作方面的經驗優先

每年都會有提升薪資機會；能力越高調整幅度越多



任職資格：
1、團隊意識強，執行力",初陽科技有限公司,電腦軟體服務業,40000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001007026', 'description': 'HTTP'}, {'code': '12001007071', 'description': 'TCP/IP'}]",7,https://www.104.com.tw/job/8d12i
423,20260405,資深軟體開發工程師  Senior Software Engineer,"團隊運作流程，對管理與溝通任務具備熱忱

【要求條件】
-   具有三年以上的軟體產品開發經驗
-   具有三年以上的機器學習相關工作經驗
-   熟練掌握Java、Python、SQL等語言，並皆具備兩年以上相關實務開發經驗
-   熟悉機器學習",Eunodata_御諾資訊股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001002018', 'description': 'Git'}, {'code': '12001004041', 'description': 'RDBMS'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001003090', 'description': 'scikit-learn'}, {'code': '12001003089', 'description': 'Keras'}, {'code': '12001003088', 'description': 'NLP'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003053', 'description': 'Spring'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001001007', 'description': 'Linux'}]",3,https://www.104.com.tw/job/8iz3i
424,20260326,【2026年研發替代役】產品研發工程師,"此職務為研究與開發並重，會參與產品小組進行資安產品的設計、精進開發作業。並同時需追蹤與研究時下之資安攻防技術，並進行研析與試做。 此職務會需要人才具備程式開發之基礎。


我們希望您具備以下的技能、經驗：
1.	熟悉 C/C++ /Python",中華資安國際股份有限公司,電腦軟體服務業,40000,55000,碩士以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}]",6,https://www.104.com.tw/job/8jy17
425,20260403,機器人系統工程師(FAE),"歐美／日本／韓國）出差；約 70% 工時於海外現場。年薪含駐外津貼。
必要條件
•	大學以上學歷，機器人、資訊工程、電機／電子、機械、自動化等相關科系。
•	熟悉 Python，能撰寫基本工具／資料處理腳本。
•	具備線性代數與座標系概念，能理解並",大力視自動化有限公司,其他相關製造業,1000000,1400000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12004001027', 'description': 'PLC'}]",15,https://www.104.com.tw/job/83v28
430,20260406,網站工程師,"須經駐外單位驗證）。
2.	熟悉至少一種主流程式語言（如 C++、Java、Python、PHP、ASP.NET、Node.js）。
3.	熟悉至少一種主流資料庫（如MSSQL、MySQL、PostgreSQL）。
4.	熟悉版控流程（GitHub",財團法人中央廣播電臺,廣播業,36000,49000,專科以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001003006', 'description': 'ASP.NET'}]",10,https://www.104.com.tw/job/8y519
435,20260407,資料工程師(數據應用部),"Tuning)。

加分項目 (具備以下經驗尤佳)：
1.程式開發：Python、 .NET、 Node.js。
2.大數據/雲端：AWS 服務、Hadoop、Spark、Hive。
3.資料視覺化：Power BI、 Superset。
4.",永豐金證券股份有限公司,證券及期貨業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",12,https://www.104.com.tw/job/8l3p1
447,20260317,【獵鷹】PE24013-影像辨識軟體工程師 Image Recognition Software Engineer【研替可】,"崁入式系統開發
5.有Python or GPU程式設計經驗者佳
6.有智能設備開發經驗者佳",英屬維京群島商祥茂光電科技股份有限公司台灣分公司,光電產業,40000,55000,大學以上,"[{'code': '12001003009', 'description': 'C#'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",14,https://www.104.com.tw/job/65x2j
449,20260403,韌體工程師(水下載具專案),"1.分析及設計水下載具產品控制方法，如推進器、感測器等。
2.規劃執行水下載具產品韌體之撰寫、測試及驗證，孰悉C、Python等電腦語言。
3.執行、協助或配合韌體新技術之研發、導入。
4.控制韌體開發進度、品質與成本。",知洋科技股份有限公司,電力機械器材製造修配業,40000,60000,大學以上,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003061', 'description': 'Visual C#'}]",1,https://www.104.com.tw/job/6itof
460,20260327,AI工程師,"6. 開發生成式AI相關應用

*必要技能: 
1. 熟悉機器學習、深度學習。
2. 熟悉電腦視覺、影像處理。
3. 熟悉 Python，並了解基本的機器學習/深度學習工具(如 PyTorch、TensorFlow、scikit-learn任一皆可",智匯創育股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001003090', 'description': 'scikit-learn'}, {'code': '12001003088', 'description': 'NLP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003096', 'description': 'Computer Vision'}, {'code': '12001003097', 'description': 'LLM'}]",12,https://www.104.com.tw/job/8xs3n
461,20260407,後端工程師,"部署至網頁伺服器，以及版本控管與上版作業。

｜工作內容｜
. 網頁後端開發，應用 ASP.NET Web API
. Python Playbook 開發
. 部署至網頁伺服器、Git 上版
. 資料庫 MSSQL 設計與存取
. 依照專案規劃，",安特庫資訊科技有限公司,電腦軟體服務業,40000,60000,專科以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003066', 'description': 'Visual Studio'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001007030', 'description': 'IIS'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",9,https://www.104.com.tw/job/82ylh
464,20260330,Sr. Software Design Engineer_TC27416,"security testing, debugging, and maintenance (e.g., using Python, C, or shell scripts).

- Assist the BIOS team development,","Super Micro Computer, Inc._美超微電腦股份有限公司",電腦及其週邊設備製造業,40000,55000,大學,[],4,https://www.104.com.tw/job/8um0y
466,20260402,【臺灣第一交易公司】軟體工程師 Software Engineer,"Python, C#, C++ ...等），並能應用於實際系統開發中。
- 熟悉資料結構、設計模式，並具備良好的程式碼除錯和問題解決能力。

【加分條件】
- 樂於學習新技術與新程式語言，不排斥在不同專案中發展和使用其他程式語言。
- 具備分散式系",優式資本股份有限公司,證券及期貨業,1200000,3600000,大學以上,"[{'code': '12001003025', 'description': 'Java'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001004035', 'description': 'Oracle'}, {'code': '12001004031', 'description': 'MS SQL'}]",12,https://www.104.com.tw/job/8wkm6
470,20260407,Senior Data Engineer_企業資料治理_資訊處(內湖),"Proficient in programming languages such as Python or C# for developing data processing applications.
• Strong knowledge of SQL and",台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,40000,55000,大學以上,"[{'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004011', 'description': 'Database Management'}, {'code': '12006001015', 'description': 'SAP'}]",12,https://www.104.com.tw/job/8kn2x
472,20260326,[DI] 生成式AI應用工程師 Generative AI Application Engineer,"What We’re Looking For】

我們正在尋找兩種不同潛力的夥伴，歡迎對號入座：

如果你是【資深工程師 Senior Engineer】（3年以上經驗）：

● 具備 Python 開發 RESTful API 的豐富實務經驗（",動力安全資訊股份有限公司,電腦系統整合服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001001007', 'description': 'Linux'}, {'code': '12001001020', 'description': 'Shell'}, {'code': '12001004003', 'description': 'ANSI SQL'}]",16,https://www.104.com.tw/job/8tlyr
473,20260405,"Ai 工程助理 兼差((歡迎 大學生)-Line , Wechat Ai客服机械人,ChatGPT,Deepseek-剪映 抖音 Ai 自動流媒体工程助理(近 輔大,歡迎 明志,龍華 大學生)-(可在家工作)","技術，創造新的應用和解決方案；
4. 撰寫論文和期刊發表。

本職位需要有興趣於豐富的人工智慧的新人類，並且需要能夠熟練地使用C、Python、MATLAB等工具進行演算法的建模。這是一個具有很高發展前景的職位，因為影像處理、ISP、壓縮和人工智慧",慣展電子有限公司,電腦及其週邊設備製造業,5000,10000,專科以上,[],0,https://www.104.com.tw/job/8qn9d
474,20260326,【研發部】DevOps 工程師,"MySQL）與訊息佇列（RabbitMQ）之部署與維運
撰寫與維護自動化腳本（Python）
建立 CI/CD 流程，優化系統穩定性與部署效率

【必要條件】
熟悉 Azure 或 Google Cloud 平台服務
具備 Docker 與",真建築科技股份有限公司,網際網路相關業,40000,55000,高中以上,[],2,https://www.104.com.tw/job/8zt9x
